subject,verb,object,time,amount,mask
User 17483,sold,product,[PAD],478,"[1, 1, 1, 0, 1]"
User 72058,returned,laptop,2022-11-27,-1,"[1, 1, 1, 1, 0]"
User 32886,sold,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 74126,paid,phone,2025-07-20,-1,"[1, 1, 1, 1, 0]"
User 16900,cancelled,book,2025-04-26,4775,"[1, 1, 1, 1, 1]"
User 54768,cancelled,book,2022-10-23,2590,"[1, 1, 1, 1, 1]"
User 81229,bought,product,2025-06-02,-1,"[1, 1, 1, 1, 0]"
User 09986,bought,phone,2024-12-04,-1,"[1, 1, 1, 1, 0]"
User 29922,ordered,book,2024-05-15,4460,"[1, 1, 1, 1, 1]"
User 13854,returned,product,2025-03-28,-1,"[1, 1, 1, 1, 0]"
User 03041,ordered,laptop,2022-04-03,1018,"[1, 1, 1, 1, 1]"
User 88899,cancelled,laptop,2023-07-23,3379,"[1, 1, 1, 1, 1]"
User 04160,sold,phone,2023-06-21,4661,"[1, 1, 1, 1, 1]"
User 15999,paid,laptop,2024-07-08,2340,"[1, 1, 1, 1, 1]"
User 56500,paid,accessory,2025-06-10,974,"[1, 1, 1, 1, 1]"
User 47517,ordered,product,2023-08-09,4073,"[1, 1, 1, 1, 1]"
User 52242,returned,laptop,2024-10-10,-2326,"[1, 1, 1, 1, 1]"
User 93875,ordered,phone,2022-10-15,-1,"[1, 1, 1, 1, 0]"
User 25988,ordered,accessory,2024-04-16,-1,"[1, 1, 1, 1, 0]"
User 77449,returned,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 18379,sold,service,2023-09-12,2919,"[1, 1, 1, 1, 1]"
User 93192,cancelled,phone,2025-09-20,3997,"[1, 1, 1, 1, 1]"
User 96131,bought,product,2023-01-31,3597,"[1, 1, 1, 1, 1]"
User 12976,returned,service,[PAD],-411,"[1, 1, 1, 0, 1]"
User 16469,paid,accessory,2022-10-30,-1,"[1, 1, 1, 1, 0]"
User 04804,bought,book,2024-09-22,1499,"[1, 1, 1, 1, 1]"
User 15622,bought,laptop,2023-03-15,2444,"[1, 1, 1, 1, 1]"
User 46072,cancelled,service,2023-03-19,172,"[1, 1, 1, 1, 1]"
User 61301,bought,laptop,2023-04-17,-1,"[1, 1, 1, 1, 0]"
User 57546,sold,phone,2022-03-16,4424,"[1, 1, 1, 1, 1]"
User 46764,sold,book,2024-10-18,2525,"[1, 1, 1, 1, 1]"
User 90442,paid,product,2022-01-14,2021,"[1, 1, 1, 1, 1]"
User 42109,ordered,phone,2022-12-22,3350,"[1, 1, 1, 1, 1]"
User 93818,sold,laptop,2022-04-29,-1,"[1, 1, 1, 1, 0]"
User 96612,sold,phone,2024-11-26,2078,"[1, 1, 1, 1, 1]"
User 64303,sold,laptop,2023-09-30,-1,"[1, 1, 1, 1, 0]"
User 04696,paid,laptop,[PAD],1980,"[1, 1, 1, 0, 1]"
User 79216,paid,phone,[PAD],3459,"[1, 1, 1, 0, 1]"
User 42971,cancelled,laptop,2022-07-04,4951,"[1, 1, 1, 1, 1]"
User 37308,sold,phone,2024-12-04,4403,"[1, 1, 1, 1, 1]"
User 78274,ordered,accessory,[PAD],1515,"[1, 1, 1, 0, 1]"
User 24983,ordered,phone,[PAD],1458,"[1, 1, 1, 0, 1]"
User 39072,cancelled,book,[PAD],2796,"[1, 1, 1, 0, 1]"
User 23638,paid,service,2022-06-24,4489,"[1, 1, 1, 1, 1]"
User 31083,sold,service,[PAD],3948,"[1, 1, 1, 0, 1]"
User 60656,bought,accessory,2022-07-07,4067,"[1, 1, 1, 1, 1]"
User 57025,cancelled,phone,2025-04-20,420,"[1, 1, 1, 1, 1]"
User 01125,ordered,accessory,[PAD],2357,"[1, 1, 1, 0, 1]"
User 30101,ordered,service,2022-09-30,-1,"[1, 1, 1, 1, 0]"
User 38951,paid,phone,2025-01-06,1741,"[1, 1, 1, 1, 1]"
User 67251,ordered,book,2023-12-26,-1,"[1, 1, 1, 1, 0]"
User 13289,returned,phone,2023-07-20,-1,"[1, 1, 1, 1, 0]"
User 33354,sold,phone,2023-02-02,2488,"[1, 1, 1, 1, 1]"
User 15280,paid,accessory,2023-12-12,2475,"[1, 1, 1, 1, 1]"
User 15251,ordered,product,2023-08-18,3879,"[1, 1, 1, 1, 1]"
User 12069,cancelled,book,2024-02-23,4938,"[1, 1, 1, 1, 1]"
User 37142,returned,laptop,2025-07-10,-1,"[1, 1, 1, 1, 0]"
User 18415,sold,accessory,2024-12-31,3214,"[1, 1, 1, 1, 1]"
User 60051,returned,laptop,2024-07-07,-4589,"[1, 1, 1, 1, 1]"
User 53960,cancelled,phone,[PAD],2795,"[1, 1, 1, 0, 1]"
User 36143,ordered,book,2022-04-18,1333,"[1, 1, 1, 1, 1]"
User 75119,ordered,product,2025-03-01,1599,"[1, 1, 1, 1, 1]"
User 53630,ordered,service,2024-06-17,-1,"[1, 1, 1, 1, 0]"
User 13545,returned,service,2024-10-03,-3626,"[1, 1, 1, 1, 1]"
User 69173,paid,product,2025-06-14,1699,"[1, 1, 1, 1, 1]"
User 48910,paid,laptop,[PAD],-1,"[1, 1, 1, 0, 0]"
User 51218,sold,book,2024-09-19,664,"[1, 1, 1, 1, 1]"
User 35137,bought,service,2024-05-21,1994,"[1, 1, 1, 1, 1]"
User 90478,ordered,service,[PAD],1501,"[1, 1, 1, 0, 1]"
User 10447,cancelled,accessory,2024-12-26,328,"[1, 1, 1, 1, 1]"
User 21740,bought,book,[PAD],840,"[1, 1, 1, 0, 1]"
User 56430,paid,laptop,2025-07-14,3592,"[1, 1, 1, 1, 1]"
User 20104,cancelled,service,2025-11-29,4799,"[1, 1, 1, 1, 1]"
User 71886,bought,accessory,2025-01-26,-1,"[1, 1, 1, 1, 0]"
User 06654,returned,accessory,2023-02-16,-1109,"[1, 1, 1, 1, 1]"
User 10228,sold,laptop,2024-08-02,3800,"[1, 1, 1, 1, 1]"
User 87588,paid,service,2023-04-11,-1,"[1, 1, 1, 1, 0]"
User 92850,ordered,accessory,2022-12-30,4937,"[1, 1, 1, 1, 1]"
User 21385,ordered,product,2024-10-09,3823,"[1, 1, 1, 1, 1]"
User 06212,ordered,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 03854,sold,product,2022-04-05,-1,"[1, 1, 1, 1, 0]"
User 69871,ordered,product,[PAD],1231,"[1, 1, 1, 0, 1]"
User 67011,sold,laptop,2024-10-18,205,"[1, 1, 1, 1, 1]"
User 32133,paid,laptop,2024-11-27,163,"[1, 1, 1, 1, 1]"
User 54319,paid,phone,2025-12-23,-1,"[1, 1, 1, 1, 0]"
User 95727,sold,book,2022-06-24,3763,"[1, 1, 1, 1, 1]"
User 11656,sold,service,2024-06-08,2320,"[1, 1, 1, 1, 1]"
User 62026,ordered,laptop,[PAD],1347,"[1, 1, 1, 0, 1]"
User 97419,ordered,phone,2023-09-21,-1,"[1, 1, 1, 1, 0]"
User 94170,cancelled,laptop,2024-10-22,4848,"[1, 1, 1, 1, 1]"
User 92226,ordered,laptop,[PAD],2233,"[1, 1, 1, 0, 1]"
User 63547,cancelled,phone,2025-01-16,4894,"[1, 1, 1, 1, 1]"
User 30133,bought,phone,[PAD],2581,"[1, 1, 1, 0, 1]"
User 43451,ordered,book,2023-07-13,3385,"[1, 1, 1, 1, 1]"
User 34373,ordered,service,2022-12-28,4189,"[1, 1, 1, 1, 1]"
User 34097,ordered,book,2024-10-02,1422,"[1, 1, 1, 1, 1]"
User 07706,cancelled,laptop,2024-04-22,-1,"[1, 1, 1, 1, 0]"
User 43203,ordered,phone,[PAD],4180,"[1, 1, 1, 0, 1]"
User 77529,bought,service,2024-12-28,320,"[1, 1, 1, 1, 1]"
User 42689,paid,product,2023-07-06,3736,"[1, 1, 1, 1, 1]"
User 17832,sold,laptop,2022-09-18,177,"[1, 1, 1, 1, 1]"
User 87533,sold,phone,2025-04-10,815,"[1, 1, 1, 1, 1]"
User 61196,cancelled,product,2024-02-23,-1,"[1, 1, 1, 1, 0]"
User 94143,returned,phone,2024-03-30,-3711,"[1, 1, 1, 1, 1]"
User 93073,ordered,phone,2025-01-20,-1,"[1, 1, 1, 1, 0]"
User 30652,bought,service,2025-06-01,3500,"[1, 1, 1, 1, 1]"
User 90532,ordered,accessory,[PAD],1103,"[1, 1, 1, 0, 1]"
User 76075,paid,service,2024-03-08,2808,"[1, 1, 1, 1, 1]"
User 34826,cancelled,service,[PAD],3569,"[1, 1, 1, 0, 1]"
User 87434,ordered,product,2023-05-03,2538,"[1, 1, 1, 1, 1]"
User 86202,sold,service,2022-10-08,-1,"[1, 1, 1, 1, 0]"
User 94927,paid,accessory,[PAD],3644,"[1, 1, 1, 0, 1]"
User 02581,cancelled,book,2024-12-29,4002,"[1, 1, 1, 1, 1]"
User 81901,cancelled,product,2022-02-03,1193,"[1, 1, 1, 1, 1]"
User 47705,sold,phone,2022-06-13,3990,"[1, 1, 1, 1, 1]"
User 20811,cancelled,accessory,2024-10-22,2172,"[1, 1, 1, 1, 1]"
User 17593,returned,laptop,2022-11-06,-1070,"[1, 1, 1, 1, 1]"
User 38905,bought,service,2024-02-14,-1,"[1, 1, 1, 1, 0]"
User 16970,returned,product,2025-09-03,-1076,"[1, 1, 1, 1, 1]"
User 21353,sold,laptop,2025-06-11,-1,"[1, 1, 1, 1, 0]"
User 52459,returned,product,2025-01-28,-4207,"[1, 1, 1, 1, 1]"
User 84941,ordered,product,2025-07-28,1005,"[1, 1, 1, 1, 1]"
User 99782,sold,laptop,2025-12-10,522,"[1, 1, 1, 1, 1]"
User 56642,ordered,laptop,[PAD],4325,"[1, 1, 1, 0, 1]"
User 16208,sold,product,[PAD],-1,"[1, 1, 1, 0, 0]"
User 93235,sold,book,2022-10-08,396,"[1, 1, 1, 1, 1]"
User 88084,bought,phone,2022-09-04,4319,"[1, 1, 1, 1, 1]"
User 62709,cancelled,product,2022-06-14,4580,"[1, 1, 1, 1, 1]"
User 34956,paid,book,[PAD],3216,"[1, 1, 1, 0, 1]"
User 66123,ordered,book,2025-01-15,-1,"[1, 1, 1, 1, 0]"
User 07906,bought,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 76248,sold,book,2024-03-15,4052,"[1, 1, 1, 1, 1]"
User 02140,cancelled,laptop,2023-12-05,3061,"[1, 1, 1, 1, 1]"
User 45995,cancelled,book,[PAD],3668,"[1, 1, 1, 0, 1]"
User 33768,cancelled,book,2023-04-02,1705,"[1, 1, 1, 1, 1]"
User 97287,bought,book,2023-10-29,4262,"[1, 1, 1, 1, 1]"
User 19575,returned,product,2023-09-29,-1,"[1, 1, 1, 1, 0]"
User 43662,sold,product,2023-05-06,466,"[1, 1, 1, 1, 1]"
User 18391,ordered,service,2022-05-11,-1,"[1, 1, 1, 1, 0]"
User 20582,paid,product,[PAD],2886,"[1, 1, 1, 0, 1]"
User 58811,paid,accessory,2023-03-09,133,"[1, 1, 1, 1, 1]"
User 15837,cancelled,phone,2023-12-14,370,"[1, 1, 1, 1, 1]"
User 61239,bought,laptop,2025-06-10,-1,"[1, 1, 1, 1, 0]"
User 94991,sold,laptop,2023-07-05,4560,"[1, 1, 1, 1, 1]"
User 27563,ordered,product,2025-09-04,927,"[1, 1, 1, 1, 1]"
User 41970,ordered,service,[PAD],3362,"[1, 1, 1, 0, 1]"
User 42934,sold,book,2022-09-16,257,"[1, 1, 1, 1, 1]"
User 55962,ordered,accessory,2022-05-25,-1,"[1, 1, 1, 1, 0]"
User 22831,returned,product,2022-03-18,-3082,"[1, 1, 1, 1, 1]"
User 97669,cancelled,laptop,2023-08-19,860,"[1, 1, 1, 1, 1]"
User 14530,cancelled,book,2024-10-17,3795,"[1, 1, 1, 1, 1]"
User 12380,ordered,laptop,2024-09-02,-1,"[1, 1, 1, 1, 0]"
User 60701,ordered,laptop,2023-07-13,-1,"[1, 1, 1, 1, 0]"
User 31257,cancelled,phone,[PAD],1261,"[1, 1, 1, 0, 1]"
User 21569,cancelled,laptop,2023-02-14,-1,"[1, 1, 1, 1, 0]"
User 34521,returned,service,2022-08-05,-3055,"[1, 1, 1, 1, 1]"
User 84437,ordered,accessory,2024-11-29,253,"[1, 1, 1, 1, 1]"
User 48178,returned,service,2025-10-31,-3674,"[1, 1, 1, 1, 1]"
User 31512,sold,phone,2024-11-11,186,"[1, 1, 1, 1, 1]"
User 20147,returned,book,2023-11-07,-2910,"[1, 1, 1, 1, 1]"
User 05279,cancelled,book,2022-06-09,4945,"[1, 1, 1, 1, 1]"
User 46605,returned,book,2022-11-23,-1862,"[1, 1, 1, 1, 1]"
User 08876,cancelled,book,2024-05-25,4693,"[1, 1, 1, 1, 1]"
User 64074,sold,book,2025-05-25,-1,"[1, 1, 1, 1, 0]"
User 46916,cancelled,accessory,[PAD],4189,"[1, 1, 1, 0, 1]"
User 34853,ordered,accessory,2022-12-24,-1,"[1, 1, 1, 1, 0]"
User 56964,bought,service,2023-05-02,4947,"[1, 1, 1, 1, 1]"
User 72070,returned,product,[PAD],-1833,"[1, 1, 1, 0, 1]"
User 21235,returned,accessory,2025-07-18,-3394,"[1, 1, 1, 1, 1]"
User 32787,cancelled,book,2025-07-23,3951,"[1, 1, 1, 1, 1]"
User 38063,cancelled,laptop,[PAD],1430,"[1, 1, 1, 0, 1]"
User 21677,ordered,product,2025-03-17,2061,"[1, 1, 1, 1, 1]"
User 19742,returned,service,2024-03-02,-1,"[1, 1, 1, 1, 0]"
User 51837,sold,service,2022-09-04,3010,"[1, 1, 1, 1, 1]"
User 41304,sold,accessory,2025-04-11,-1,"[1, 1, 1, 1, 0]"
User 18470,returned,service,2022-12-25,-2704,"[1, 1, 1, 1, 1]"
User 43993,sold,phone,2024-11-04,-1,"[1, 1, 1, 1, 0]"
User 92776,sold,service,2023-12-25,3486,"[1, 1, 1, 1, 1]"
User 70467,ordered,accessory,2025-11-30,-1,"[1, 1, 1, 1, 0]"
User 76471,paid,phone,2022-11-13,931,"[1, 1, 1, 1, 1]"
User 54075,sold,book,2023-02-10,755,"[1, 1, 1, 1, 1]"
User 13686,paid,phone,2025-10-10,698,"[1, 1, 1, 1, 1]"
User 12980,sold,service,[PAD],1681,"[1, 1, 1, 0, 1]"
User 13081,bought,laptop,2024-09-27,1409,"[1, 1, 1, 1, 1]"
User 32303,cancelled,service,2024-05-28,-1,"[1, 1, 1, 1, 0]"
User 61224,returned,service,2024-02-04,-3113,"[1, 1, 1, 1, 1]"
User 04454,sold,laptop,2023-10-05,-1,"[1, 1, 1, 1, 0]"
User 62927,sold,service,2025-02-20,3770,"[1, 1, 1, 1, 1]"
User 89288,paid,product,2023-10-15,-1,"[1, 1, 1, 1, 0]"
User 36569,bought,laptop,2023-11-18,-1,"[1, 1, 1, 1, 0]"
User 58443,returned,service,[PAD],-4733,"[1, 1, 1, 0, 1]"
User 92991,cancelled,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 51039,paid,phone,2022-04-29,-1,"[1, 1, 1, 1, 0]"
User 89676,bought,service,2025-09-13,-1,"[1, 1, 1, 1, 0]"
User 58594,ordered,laptop,2022-08-12,1353,"[1, 1, 1, 1, 1]"
User 08841,cancelled,accessory,2024-08-25,-1,"[1, 1, 1, 1, 0]"
User 12073,ordered,product,[PAD],581,"[1, 1, 1, 0, 1]"
User 89873,paid,accessory,2024-05-30,1914,"[1, 1, 1, 1, 1]"
User 63303,returned,book,2023-07-13,-1271,"[1, 1, 1, 1, 1]"
User 67071,cancelled,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 58713,paid,phone,2024-10-30,-1,"[1, 1, 1, 1, 0]"
User 70431,sold,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 55491,sold,book,2023-06-11,3082,"[1, 1, 1, 1, 1]"
User 83135,bought,book,2025-02-11,728,"[1, 1, 1, 1, 1]"
User 23808,bought,service,2023-11-13,1742,"[1, 1, 1, 1, 1]"
User 34047,ordered,service,2022-07-16,-1,"[1, 1, 1, 1, 0]"
User 57638,returned,laptop,2024-01-15,-1,"[1, 1, 1, 1, 0]"
User 73066,cancelled,accessory,[PAD],1058,"[1, 1, 1, 0, 1]"
User 84461,sold,service,2024-10-20,4190,"[1, 1, 1, 1, 1]"
User 36444,returned,laptop,2024-04-14,-2545,"[1, 1, 1, 1, 1]"
User 37694,sold,laptop,2024-07-24,-1,"[1, 1, 1, 1, 0]"
User 45947,bought,product,2024-12-26,-1,"[1, 1, 1, 1, 0]"
User 11714,paid,service,2024-05-03,-1,"[1, 1, 1, 1, 0]"
User 17466,returned,service,2024-11-27,-4041,"[1, 1, 1, 1, 1]"
User 86319,ordered,laptop,2023-06-08,1403,"[1, 1, 1, 1, 1]"
User 68795,cancelled,laptop,2022-01-19,-1,"[1, 1, 1, 1, 0]"
User 08033,bought,laptop,2022-04-02,4531,"[1, 1, 1, 1, 1]"
User 32935,cancelled,product,2024-08-24,-1,"[1, 1, 1, 1, 0]"
User 65659,paid,product,2022-02-10,2480,"[1, 1, 1, 1, 1]"
User 99194,ordered,phone,2025-08-31,3186,"[1, 1, 1, 1, 1]"
User 93817,ordered,service,[PAD],502,"[1, 1, 1, 0, 1]"
User 76447,bought,service,2023-09-10,3826,"[1, 1, 1, 1, 1]"
User 06625,cancelled,service,2025-12-12,3963,"[1, 1, 1, 1, 1]"
User 20302,cancelled,accessory,2025-04-26,2099,"[1, 1, 1, 1, 1]"
User 95582,returned,phone,[PAD],-321,"[1, 1, 1, 0, 1]"
User 46173,sold,service,2025-06-28,-1,"[1, 1, 1, 1, 0]"
User 88457,bought,phone,2023-10-22,-1,"[1, 1, 1, 1, 0]"
User 31729,returned,service,[PAD],-4639,"[1, 1, 1, 0, 1]"
User 66690,paid,service,[PAD],3730,"[1, 1, 1, 0, 1]"
User 07013,sold,book,2023-01-01,2865,"[1, 1, 1, 1, 1]"
User 13263,bought,service,2025-06-09,3704,"[1, 1, 1, 1, 1]"
User 12608,sold,phone,2025-10-26,-1,"[1, 1, 1, 1, 0]"
User 25253,paid,accessory,2023-01-17,3805,"[1, 1, 1, 1, 1]"
User 85284,bought,service,2024-10-23,2419,"[1, 1, 1, 1, 1]"
User 42688,returned,accessory,2023-10-31,-1,"[1, 1, 1, 1, 0]"
User 90717,cancelled,phone,2022-04-18,4154,"[1, 1, 1, 1, 1]"
User 18511,returned,product,[PAD],-2248,"[1, 1, 1, 0, 1]"
User 29969,returned,book,2024-08-28,-3168,"[1, 1, 1, 1, 1]"
User 15946,bought,service,2022-04-10,3547,"[1, 1, 1, 1, 1]"
User 90130,sold,accessory,2025-03-13,-1,"[1, 1, 1, 1, 0]"
User 19925,paid,phone,2022-03-08,805,"[1, 1, 1, 1, 1]"
User 33914,paid,laptop,2023-04-03,4434,"[1, 1, 1, 1, 1]"
User 13660,sold,accessory,2025-07-24,3935,"[1, 1, 1, 1, 1]"
User 01615,bought,accessory,2024-10-17,-1,"[1, 1, 1, 1, 0]"
User 26571,returned,product,[PAD],-3277,"[1, 1, 1, 0, 1]"
User 36017,cancelled,accessory,2025-01-29,2474,"[1, 1, 1, 1, 1]"
User 39901,ordered,product,2022-03-29,-1,"[1, 1, 1, 1, 0]"
User 05023,ordered,laptop,2025-07-07,508,"[1, 1, 1, 1, 1]"
User 05891,sold,product,2022-12-09,-1,"[1, 1, 1, 1, 0]"
User 47273,returned,book,2025-12-17,-1408,"[1, 1, 1, 1, 1]"
User 98855,cancelled,product,2024-06-03,789,"[1, 1, 1, 1, 1]"
User 03864,returned,laptop,2022-01-06,-1428,"[1, 1, 1, 1, 1]"
User 45428,sold,product,2025-04-26,1321,"[1, 1, 1, 1, 1]"
User 66695,ordered,laptop,2023-05-14,-1,"[1, 1, 1, 1, 0]"
User 84115,paid,accessory,[PAD],2802,"[1, 1, 1, 0, 1]"
User 47773,returned,laptop,2025-12-13,-1,"[1, 1, 1, 1, 0]"
User 94625,cancelled,accessory,2022-03-01,4692,"[1, 1, 1, 1, 1]"
User 76848,paid,accessory,[PAD],3493,"[1, 1, 1, 0, 1]"
User 69461,returned,accessory,2023-03-28,-1845,"[1, 1, 1, 1, 1]"
User 18711,sold,laptop,2025-08-14,-1,"[1, 1, 1, 1, 0]"
User 56224,ordered,accessory,2023-06-18,2477,"[1, 1, 1, 1, 1]"
User 46111,paid,phone,[PAD],-1,"[1, 1, 1, 0, 0]"
User 42025,sold,laptop,2025-01-25,-1,"[1, 1, 1, 1, 0]"
User 66083,bought,service,[PAD],4710,"[1, 1, 1, 0, 1]"
User 27852,cancelled,book,2023-04-26,997,"[1, 1, 1, 1, 1]"
User 30929,bought,phone,2023-03-05,1554,"[1, 1, 1, 1, 1]"
User 65768,ordered,book,2022-04-14,2241,"[1, 1, 1, 1, 1]"
User 18731,returned,book,2025-03-10,-1014,"[1, 1, 1, 1, 1]"
User 44343,returned,accessory,2022-01-22,-1,"[1, 1, 1, 1, 0]"
User 09787,ordered,laptop,[PAD],3743,"[1, 1, 1, 0, 1]"
User 53000,sold,phone,2024-08-16,-1,"[1, 1, 1, 1, 0]"
User 35169,cancelled,service,2025-04-16,497,"[1, 1, 1, 1, 1]"
User 35683,cancelled,service,[PAD],670,"[1, 1, 1, 0, 1]"
User 42677,sold,laptop,2025-08-24,-1,"[1, 1, 1, 1, 0]"
User 16008,bought,laptop,2025-11-22,-1,"[1, 1, 1, 1, 0]"
User 98353,paid,product,2025-12-18,589,"[1, 1, 1, 1, 1]"
User 56638,sold,phone,2022-05-06,1869,"[1, 1, 1, 1, 1]"
User 03595,bought,laptop,2023-07-26,-1,"[1, 1, 1, 1, 0]"
User 32762,sold,laptop,2024-06-21,758,"[1, 1, 1, 1, 1]"
User 76534,cancelled,accessory,2022-08-21,4557,"[1, 1, 1, 1, 1]"
User 87872,cancelled,accessory,2025-07-09,1923,"[1, 1, 1, 1, 1]"
User 16998,paid,laptop,2023-08-20,761,"[1, 1, 1, 1, 1]"
User 91457,cancelled,product,2022-09-28,977,"[1, 1, 1, 1, 1]"
User 26868,bought,book,2025-01-13,4809,"[1, 1, 1, 1, 1]"
User 23400,bought,phone,[PAD],4257,"[1, 1, 1, 0, 1]"
User 67891,cancelled,accessory,2025-10-11,548,"[1, 1, 1, 1, 1]"
User 34711,cancelled,service,2022-03-20,157,"[1, 1, 1, 1, 1]"
User 87889,cancelled,book,2024-04-04,3812,"[1, 1, 1, 1, 1]"
User 84807,sold,accessory,2023-03-02,-1,"[1, 1, 1, 1, 0]"
User 87272,ordered,accessory,2023-10-02,3402,"[1, 1, 1, 1, 1]"
User 73316,ordered,phone,2025-08-13,4517,"[1, 1, 1, 1, 1]"
User 75717,ordered,laptop,2024-09-16,2087,"[1, 1, 1, 1, 1]"
User 75417,ordered,service,2023-10-26,2870,"[1, 1, 1, 1, 1]"
User 30750,returned,laptop,2022-10-17,-925,"[1, 1, 1, 1, 1]"
User 74374,bought,book,2023-09-01,2481,"[1, 1, 1, 1, 1]"
User 78806,cancelled,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 19935,cancelled,phone,2024-12-18,136,"[1, 1, 1, 1, 1]"
User 51119,returned,book,2022-02-25,-1,"[1, 1, 1, 1, 0]"
User 43642,cancelled,product,2024-12-01,-1,"[1, 1, 1, 1, 0]"
User 51832,sold,service,2024-04-28,256,"[1, 1, 1, 1, 1]"
User 33937,paid,accessory,2025-04-07,4854,"[1, 1, 1, 1, 1]"
User 52430,ordered,service,[PAD],3327,"[1, 1, 1, 0, 1]"
User 12992,paid,book,[PAD],-1,"[1, 1, 1, 0, 0]"
User 18238,cancelled,accessory,[PAD],-1,"[1, 1, 1, 0, 0]"
User 47108,ordered,book,2024-07-26,3400,"[1, 1, 1, 1, 1]"
User 22909,paid,book,[PAD],3409,"[1, 1, 1, 0, 1]"
User 77974,sold,phone,2023-09-26,3652,"[1, 1, 1, 1, 1]"
User 03699,ordered,accessory,2024-09-22,1525,"[1, 1, 1, 1, 1]"
User 31694,bought,accessory,[PAD],586,"[1, 1, 1, 0, 1]"
User 17096,cancelled,accessory,2022-07-14,1436,"[1, 1, 1, 1, 1]"
User 82061,returned,service,2023-05-15,-2721,"[1, 1, 1, 1, 1]"
User 39548,returned,laptop,2023-01-05,-3393,"[1, 1, 1, 1, 1]"
User 27932,ordered,product,2024-11-15,2396,"[1, 1, 1, 1, 1]"
User 96614,returned,laptop,2023-08-14,-1549,"[1, 1, 1, 1, 1]"
User 72429,sold,service,2025-10-10,1016,"[1, 1, 1, 1, 1]"
User 55472,ordered,product,2023-10-29,1937,"[1, 1, 1, 1, 1]"
User 28296,sold,service,2024-12-09,4425,"[1, 1, 1, 1, 1]"
User 63765,sold,book,2022-05-29,1319,"[1, 1, 1, 1, 1]"
User 23868,ordered,accessory,2025-03-09,-1,"[1, 1, 1, 1, 0]"
User 86080,returned,accessory,2024-04-16,-2337,"[1, 1, 1, 1, 1]"
User 92236,bought,service,2022-08-03,838,"[1, 1, 1, 1, 1]"
User 29291,sold,service,2025-02-04,1926,"[1, 1, 1, 1, 1]"
User 97039,bought,book,2022-09-25,1210,"[1, 1, 1, 1, 1]"
User 29968,cancelled,product,2025-02-18,4509,"[1, 1, 1, 1, 1]"
User 99588,bought,laptop,2023-08-02,763,"[1, 1, 1, 1, 1]"
User 34472,ordered,accessory,[PAD],2007,"[1, 1, 1, 0, 1]"
User 30953,paid,service,2024-02-20,-1,"[1, 1, 1, 1, 0]"
User 02576,ordered,service,2023-07-12,4266,"[1, 1, 1, 1, 1]"
User 88576,ordered,service,[PAD],1039,"[1, 1, 1, 0, 1]"
User 42786,cancelled,book,2022-12-22,-1,"[1, 1, 1, 1, 0]"
User 28601,ordered,laptop,2025-07-27,920,"[1, 1, 1, 1, 1]"
User 68662,returned,product,[PAD],-3507,"[1, 1, 1, 0, 1]"
User 56426,bought,phone,2024-11-06,1306,"[1, 1, 1, 1, 1]"
User 50379,sold,service,[PAD],1167,"[1, 1, 1, 0, 1]"
User 56808,sold,accessory,2023-12-20,216,"[1, 1, 1, 1, 1]"
User 45083,cancelled,phone,2022-05-10,2150,"[1, 1, 1, 1, 1]"
User 97982,cancelled,phone,2025-03-23,2740,"[1, 1, 1, 1, 1]"
User 36585,paid,book,2022-07-25,-1,"[1, 1, 1, 1, 0]"
User 78662,ordered,phone,2023-02-07,3937,"[1, 1, 1, 1, 1]"
User 08232,sold,accessory,2025-09-07,4581,"[1, 1, 1, 1, 1]"
User 21817,ordered,phone,2022-12-01,-1,"[1, 1, 1, 1, 0]"
User 34358,bought,phone,2023-01-06,161,"[1, 1, 1, 1, 1]"
User 77385,bought,product,2023-11-20,-1,"[1, 1, 1, 1, 0]"
User 32846,returned,product,2024-11-02,-3419,"[1, 1, 1, 1, 1]"
User 54598,sold,accessory,2024-09-18,4349,"[1, 1, 1, 1, 1]"
User 94053,paid,laptop,2024-04-06,-1,"[1, 1, 1, 1, 0]"
User 66394,bought,product,2023-08-24,-1,"[1, 1, 1, 1, 0]"
User 13872,bought,service,2024-03-26,-1,"[1, 1, 1, 1, 0]"
User 91007,returned,book,[PAD],-4686,"[1, 1, 1, 0, 1]"
User 97832,ordered,phone,2024-05-29,2597,"[1, 1, 1, 1, 1]"
User 77210,ordered,phone,2022-12-19,-1,"[1, 1, 1, 1, 0]"
User 33226,returned,accessory,2024-08-04,-1,"[1, 1, 1, 1, 0]"
User 01440,ordered,accessory,2024-09-27,1291,"[1, 1, 1, 1, 1]"
User 61943,returned,service,[PAD],-1,"[1, 1, 1, 0, 0]"
User 24774,sold,phone,2024-07-12,2796,"[1, 1, 1, 1, 1]"
User 84869,sold,product,2022-07-05,4745,"[1, 1, 1, 1, 1]"
User 07790,ordered,service,[PAD],3520,"[1, 1, 1, 0, 1]"
User 99166,bought,laptop,2023-03-06,-1,"[1, 1, 1, 1, 0]"
